m49,VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
682,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Saudi Arabia,2022,3278.9191,1000 ha,I,false
686,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Senegal,2018,120.1,1000 ha,E,false
686,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Senegal,2019,120.1,1000 ha,E,false
686,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Senegal,2020,120.1,1000 ha,E,false
686,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Senegal,2021,120.1,1000 ha,E,false
686,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Senegal,2022,120.1,1000 ha,E,false
688,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Serbia,2018,52.5,1000 ha,A,false
688,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Serbia,2019,46.96,1000 ha,A,false
688,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Serbia,2020,52.5,1000 ha,A,false
688,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Serbia,2021,52.27,1000 ha,A,false
688,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Serbia,2022,54.56,1000 ha,A,false
690,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Seychelles,2018,0.26,1000 ha,I,false
690,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Seychelles,2019,0.26,1000 ha,I,false
690,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Seychelles,2020,0.26,1000 ha,I,false
690,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Seychelles,2021,0.26,1000 ha,I,false
690,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Seychelles,2022,0.26,1000 ha,I,false
694,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Sierra Leone,2018,29.36,1000 ha,I,false
694,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Sierra Leone,2019,29.36,1000 ha,I,false
694,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Sierra Leone,2020,29.36,1000 ha,I,false
694,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Sierra Leone,2021,29.36,1000 ha,I,false
694,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Sierra Leone,2022,29.36,1000 ha,I,false
703,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Slovakia,2018,65.459,1000 ha,A,false
703,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Slovakia,2019,65.5,1000 ha,A,false
703,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Slovakia,2020,57.3,1000 ha,A,false
703,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Slovakia,2021,55.4,1000 ha,A,false
703,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Slovakia,2022,37.4,1000 ha,E,false
705,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Slovenia,2018,2.552,1000 ha,A,false
705,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Slovenia,2019,2.646,1000 ha,A,false
705,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Slovenia,2020,3.376,1000 ha,A,false
705,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Slovenia,2021,4.129,1000 ha,A,false
705,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Slovenia,2022,4.461,1000 ha,A,false
722,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Small Island Developing States,2018,1414.376933333,1000 ha,E,true
722,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Small Island Developing States,2019,1413.2675,1000 ha,E,true
722,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Small Island Developing States,2020,1413.4735,1000 ha,E,true
722,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Small Island Developing States,2021,1412.9605,1000 ha,E,true
722,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Small Island Developing States,2022,1411.9225,1000 ha,E,true
90,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Solomon Islands,2018,0.0354,1000 ha,I,false
90,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Solomon Islands,2019,0.0354,1000 ha,I,false
90,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Solomon Islands,2020,0.0354,1000 ha,I,false
90,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Solomon Islands,2021,0.0354,1000 ha,I,false
90,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Solomon Islands,2022,0.0354,1000 ha,I,false
706,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Somalia,2018,200,1000 ha,I,false
706,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Somalia,2019,200,1000 ha,I,false
706,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Somalia,2020,200,1000 ha,I,false
706,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Somalia,2021,200,1000 ha,I,false
706,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Somalia,2022,200,1000 ha,I,false
710,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,South Africa,2018,1816.464,1000 ha,A,false
710,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,South Africa,2019,2087.367,1000 ha,A,false
710,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,South Africa,2020,2127.275,1000 ha,A,false
710,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,South Africa,2021,2239.756,1000 ha,A,false
710,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,South Africa,2022,4788.792,1000 ha,A,false
728,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,South Sudan,2018,19,1000 ha,I,false
728,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,South Sudan,2019,19,1000 ha,I,false
728,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,South Sudan,2020,19,1000 ha,I,false
728,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,South Sudan,2021,19,1000 ha,I,false
